,shift_id,start_time,end_time,Trauma SICU (TSICU),Cardiac Vascular Intensive Care Unit (CVICU),Coronary Care Unit (CCU),Medical Intensive Care Unit (MICU),Medical/Surgical Intensive Care Unit (MICU/SICU),Surgical Intensive Care Unit (SICU),Neuro Surgical Intensive Care Unit (Neuro SICU),Neuro Stepdown,Neuro Intermediate
31202,31203,2022-03-28T08:00:00.000Z,2022-03-28T12:00:00.000Z,0,0,0,0,0,0,1,0,0
31203,31204,2022-03-28T12:00:00.000Z,2022-03-28T16:00:00.000Z,0,0,0,0,0,0,1,0,0
31204,31205,2022-03-28T16:00:00.000Z,2022-03-28T20:00:00.000Z,0,0,0,0,0,0,1,0,0
31205,31206,2022-03-28T20:00:00.000Z,2022-03-29T00:00:00.000Z,0,0,0,0,0,0,1,0,0
31206,31207,2022-03-29T00:00:00.000Z,2022-03-29T04:00:00.000Z,0,0,0,0,0,0,1,0,0
31207,31208,2022-03-29T04:00:00.000Z,2022-03-29T08:00:00.000Z,0,0,0,0,0,0,1,0,0
31208,31209,2022-03-29T08:00:00.000Z,2022-03-29T12:00:00.000Z,0,0,0,0,0,0,1,0,0
31209,31210,2022-03-29T12:00:00.000Z,2022-03-29T16:00:00.000Z,0,0,0,0,0,0,1,0,0
31210,31211,2022-03-29T16:00:00.000Z,2022-03-29T20:00:00.000Z,0,0,0,0,0,0,1,0,0
31211,31212,2022-03-29T20:00:00.000Z,2022-03-30T00:00:00.000Z,0,0,0,0,0,0,1,0,0
31212,31213,2022-03-30T00:00:00.000Z,2022-03-30T04:00:00.000Z,0,0,0,0,0,0,1,0,0
31213,31214,2022-03-30T04:00:00.000Z,2022-03-30T08:00:00.000Z,0,0,0,0,0,0,1,0,0
31214,31215,2022-03-30T08:00:00.000Z,2022-03-30T12:00:00.000Z,0,0,0,0,0,0,1,0,0
31215,31216,2022-03-30T12:00:00.000Z,2022-03-30T16:00:00.000Z,0,0,0,0,0,0,1,0,0
31216,31217,2022-03-30T16:00:00.000Z,2022-03-30T20:00:00.000Z,0,0,0,0,0,0,1,0,0
31217,31218,2022-03-30T20:00:00.000Z,2022-03-31T00:00:00.000Z,0,0,0,0,0,0,1,0,0
31218,31219,2022-03-31T00:00:00.000Z,2022-03-31T04:00:00.000Z,0,0,0,0,0,0,1,0,0
31219,31220,2022-03-31T04:00:00.000Z,2022-03-31T08:00:00.000Z,0,0,0,0,0,0,1,0,0
31220,31221,2022-03-31T08:00:00.000Z,2022-03-31T12:00:00.000Z,0,0,0,0,0,0,1,0,0
31221,31222,2022-03-31T12:00:00.000Z,2022-03-31T16:00:00.000Z,0,0,0,0,0,0,1,0,0
31222,31223,2022-03-31T16:00:00.000Z,2022-03-31T20:00:00.000Z,0,0,0,0,0,0,1,0,0
31223,31224,2022-03-31T20:00:00.000Z,2022-04-01T00:00:00.000Z,0,0,0,0,0,0,1,0,0
31224,31225,2022-04-01T00:00:00.000Z,2022-04-01T04:00:00.000Z,0,0,0,0,0,0,1,0,0
31225,31226,2022-04-01T04:00:00.000Z,2022-04-01T08:00:00.000Z,0,0,0,0,0,0,1,0,0
31226,31227,2022-04-01T08:00:00.000Z,2022-04-01T12:00:00.000Z,0,0,0,0,0,0,1,0,0
31227,31228,2022-04-01T12:00:00.000Z,2022-04-01T16:00:00.000Z,0,0,0,0,0,0,1,0,0
31228,31229,2022-04-01T16:00:00.000Z,2022-04-01T20:00:00.000Z,0,0,0,0,0,0,1,0,0
31229,31230,2022-04-01T20:00:00.000Z,2022-04-02T00:00:00.000Z,0,0,0,0,0,0,1,0,0
31230,31231,2022-04-02T00:00:00.000Z,2022-04-02T04:00:00.000Z,0,0,0,0,0,0,1,0,0
31231,31232,2022-04-02T04:00:00.000Z,2022-04-02T08:00:00.000Z,0,0,0,0,0,0,1,0,0
31232,31233,2022-04-02T08:00:00.000Z,2022-04-02T12:00:00.000Z,0,0,0,0,0,0,1,0,0
31233,31234,2022-04-02T12:00:00.000Z,2022-04-02T16:00:00.000Z,0,0,0,0,0,0,1,0,0
31234,31235,2022-04-02T16:00:00.000Z,2022-04-02T20:00:00.000Z,0,0,0,0,0,0,1,0,0
31235,31236,2022-04-02T20:00:00.000Z,2022-04-03T00:00:00.000Z,0,0,0,0,0,0,1,0,0
31236,31237,2022-04-03T00:00:00.000Z,2022-04-03T04:00:00.000Z,0,0,0,0,0,0,1,0,0
31237,31238,2022-04-03T04:00:00.000Z,2022-04-03T08:00:00.000Z,0,0,0,0,0,0,1,0,0
31238,31239,2022-04-03T08:00:00.000Z,2022-04-03T12:00:00.000Z,0,0,0,0,0,0,1,0,0
31239,31240,2022-04-03T12:00:00.000Z,2022-04-03T16:00:00.000Z,0,0,0,0,0,0,1,0,0
31240,31241,2022-04-03T16:00:00.000Z,2022-04-03T20:00:00.000Z,0,0,0,0,0,0,1,0,0
31241,31242,2022-04-03T20:00:00.000Z,2022-04-04T00:00:00.000Z,0,0,0,0,0,0,1,0,0
31242,31243,2022-04-04T00:00:00.000Z,2022-04-04T04:00:00.000Z,0,0,0,0,0,0,1,0,0
31243,31244,2022-04-04T04:00:00.000Z,2022-04-04T08:00:00.000Z,0,0,0,0,0,0,1,0,0
31244,31245,2022-04-04T08:00:00.000Z,2022-04-04T12:00:00.000Z,0,0,0,0,0,0,1,0,0
31245,31246,2022-04-04T12:00:00.000Z,2022-04-04T16:00:00.000Z,0,0,0,0,0,0,1,0,0
31246,31247,2022-04-04T16:00:00.000Z,2022-04-04T20:00:00.000Z,0,0,0,0,0,0,1,0,0
31247,31248,2022-04-04T20:00:00.000Z,2022-04-05T00:00:00.000Z,0,0,0,0,0,0,1,0,0
31248,31249,2022-04-05T00:00:00.000Z,2022-04-05T04:00:00.000Z,0,0,0,0,0,0,1,0,0
31249,31250,2022-04-05T04:00:00.000Z,2022-04-05T08:00:00.000Z,0,0,0,0,0,0,1,0,0
31250,31251,2022-04-05T08:00:00.000Z,2022-04-05T12:00:00.000Z,0,0,0,0,0,0,1,0,0
31251,31252,2022-04-05T12:00:00.000Z,2022-04-05T16:00:00.000Z,0,0,0,0,0,0,1,0,0
31252,31253,2022-04-05T16:00:00.000Z,2022-04-05T20:00:00.000Z,0,0,0,0,0,0,1,0,0
31253,31254,2022-04-05T20:00:00.000Z,2022-04-06T00:00:00.000Z,0,0,0,0,0,0,1,0,0
31254,31255,2022-04-06T00:00:00.000Z,2022-04-06T04:00:00.000Z,0,0,0,0,0,0,1,0,0
31255,31256,2022-04-06T04:00:00.000Z,2022-04-06T08:00:00.000Z,0,0,0,0,0,0,1,0,0
31256,31257,2022-04-06T08:00:00.000Z,2022-04-06T12:00:00.000Z,0,1,0,0,0,0,1,0,0
31257,31258,2022-04-06T12:00:00.000Z,2022-04-06T16:00:00.000Z,0,1,0,0,0,0,1,0,0
31258,31259,2022-04-06T16:00:00.000Z,2022-04-06T20:00:00.000Z,0,1,0,0,0,0,1,0,0
31259,31260,2022-04-06T20:00:00.000Z,2022-04-07T00:00:00.000Z,0,1,0,0,0,0,1,0,0
31260,31261,2022-04-07T00:00:00.000Z,2022-04-07T04:00:00.000Z,0,1,0,0,0,0,1,0,0
31261,31262,2022-04-07T04:00:00.000Z,2022-04-07T08:00:00.000Z,0,1,0,0,0,0,1,0,0
31262,31263,2022-04-07T08:00:00.000Z,2022-04-07T12:00:00.000Z,0,1,0,0,0,0,1,0,0
31263,31264,2022-04-07T12:00:00.000Z,2022-04-07T16:00:00.000Z,0,2,0,0,0,0,1,0,0
31264,31265,2022-04-07T16:00:00.000Z,2022-04-07T20:00:00.000Z,0,2,0,0,1,0,1,0,0
31265,31266,2022-04-07T20:00:00.000Z,2022-04-08T00:00:00.000Z,0,1,0,0,1,0,1,0,0
31266,31267,2022-04-08T00:00:00.000Z,2022-04-08T04:00:00.000Z,0,1,0,0,1,0,1,0,0
31267,31268,2022-04-08T04:00:00.000Z,2022-04-08T08:00:00.000Z,0,1,0,0,1,0,1,0,0
31268,31269,2022-04-08T08:00:00.000Z,2022-04-08T12:00:00.000Z,0,1,0,0,1,0,1,0,0
31269,31270,2022-04-08T12:00:00.000Z,2022-04-08T16:00:00.000Z,1,1,0,0,0,0,1,0,0
31270,31271,2022-04-08T16:00:00.000Z,2022-04-08T20:00:00.000Z,1,1,0,0,0,0,1,0,0
31271,31272,2022-04-08T20:00:00.000Z,2022-04-09T00:00:00.000Z,1,1,0,0,0,0,1,0,0
31272,31273,2022-04-09T00:00:00.000Z,2022-04-09T04:00:00.000Z,1,1,0,0,0,0,1,0,0
31273,31274,2022-04-09T04:00:00.000Z,2022-04-09T08:00:00.000Z,1,1,0,0,0,0,1,0,0
31274,31275,2022-04-09T08:00:00.000Z,2022-04-09T12:00:00.000Z,1,1,0,0,0,0,1,0,0
31275,31276,2022-04-09T12:00:00.000Z,2022-04-09T16:00:00.000Z,1,1,0,0,0,0,1,0,0
31276,31277,2022-04-09T16:00:00.000Z,2022-04-09T20:00:00.000Z,1,1,0,0,0,0,0,0,0
31277,31278,2022-04-09T20:00:00.000Z,2022-04-10T00:00:00.000Z,1,1,0,0,0,0,0,0,0
31278,31279,2022-04-10T00:00:00.000Z,2022-04-10T04:00:00.000Z,0,1,0,0,0,0,0,0,0
31279,31280,2022-04-10T04:00:00.000Z,2022-04-10T08:00:00.000Z,0,1,0,0,0,0,0,0,0
31280,31281,2022-04-10T08:00:00.000Z,2022-04-10T12:00:00.000Z,0,1,0,0,0,0,0,0,0
31281,31282,2022-04-10T12:00:00.000Z,2022-04-10T16:00:00.000Z,0,1,0,0,0,0,0,0,0
31282,31283,2022-04-10T16:00:00.000Z,2022-04-10T20:00:00.000Z,0,1,0,0,0,0,0,0,0
31283,31284,2022-04-10T20:00:00.000Z,2022-04-11T00:00:00.000Z,0,1,0,0,0,0,0,0,0
31284,31285,2022-04-11T00:00:00.000Z,2022-04-11T04:00:00.000Z,0,1,0,0,0,0,0,0,0
31285,31286,2022-04-11T04:00:00.000Z,2022-04-11T08:00:00.000Z,0,1,0,0,0,0,0,0,0
31286,31287,2022-04-11T08:00:00.000Z,2022-04-11T12:00:00.000Z,0,1,0,0,0,0,0,0,0
31287,31288,2022-04-11T12:00:00.000Z,2022-04-11T16:00:00.000Z,0,1,0,0,0,0,0,0,0
31288,31289,2022-04-11T16:00:00.000Z,2022-04-11T20:00:00.000Z,0,1,0,0,0,0,0,0,0
31289,31290,2022-04-11T20:00:00.000Z,2022-04-12T00:00:00.000Z,0,1,0,0,0,0,0,0,0
31290,31291,2022-04-12T00:00:00.000Z,2022-04-12T04:00:00.000Z,0,1,0,1,0,0,0,0,0
31291,31292,2022-04-12T04:00:00.000Z,2022-04-12T08:00:00.000Z,0,1,0,1,0,0,0,0,0
31292,31293,2022-04-12T08:00:00.000Z,2022-04-12T12:00:00.000Z,0,1,0,1,0,0,0,0,0
31293,31294,2022-04-12T12:00:00.000Z,2022-04-12T16:00:00.000Z,0,1,0,1,0,0,0,0,0
31294,31295,2022-04-12T16:00:00.000Z,2022-04-12T20:00:00.000Z,0,1,0,1,0,0,0,0,0
31295,31296,2022-04-12T20:00:00.000Z,2022-04-13T00:00:00.000Z,0,1,0,1,0,0,0,0,0
31296,31297,2022-04-13T00:00:00.000Z,2022-04-13T04:00:00.000Z,0,1,0,1,0,0,0,0,0
31297,31298,2022-04-13T04:00:00.000Z,2022-04-13T08:00:00.000Z,0,1,0,1,0,0,0,0,0
31298,31299,2022-04-13T08:00:00.000Z,2022-04-13T12:00:00.000Z,0,1,0,1,0,0,0,0,0
31299,31300,2022-04-13T12:00:00.000Z,2022-04-13T16:00:00.000Z,0,1,0,1,0,0,0,0,0
31300,31301,2022-04-13T16:00:00.000Z,2022-04-13T20:00:00.000Z,0,1,0,1,0,0,0,0,0
31301,31302,2022-04-13T20:00:00.000Z,2022-04-14T00:00:00.000Z,0,1,0,1,0,0,0,0,0
31302,31303,2022-04-14T00:00:00.000Z,2022-04-14T04:00:00.000Z,0,1,0,1,0,0,0,0,0
31303,31304,2022-04-14T04:00:00.000Z,2022-04-14T08:00:00.000Z,0,1,0,1,0,0,0,0,0
31304,31305,2022-04-14T08:00:00.000Z,2022-04-14T12:00:00.000Z,0,1,0,1,0,0,0,0,0
31305,31306,2022-04-14T12:00:00.000Z,2022-04-14T16:00:00.000Z,0,1,0,1,0,0,0,0,0
31306,31307,2022-04-14T16:00:00.000Z,2022-04-14T20:00:00.000Z,0,1,0,1,0,0,0,0,0
31307,31308,2022-04-14T20:00:00.000Z,2022-04-15T00:00:00.000Z,0,1,0,1,0,0,0,0,0
31308,31309,2022-04-15T00:00:00.000Z,2022-04-15T04:00:00.000Z,0,1,0,1,0,0,0,0,0
31309,31310,2022-04-15T04:00:00.000Z,2022-04-15T08:00:00.000Z,0,1,0,1,0,0,0,0,0
31310,31311,2022-04-15T08:00:00.000Z,2022-04-15T12:00:00.000Z,0,1,0,1,0,0,0,0,0
31311,31312,2022-04-15T12:00:00.000Z,2022-04-15T16:00:00.000Z,0,1,0,1,0,0,0,0,0
31312,31313,2022-04-15T16:00:00.000Z,2022-04-15T20:00:00.000Z,0,1,0,1,0,0,0,0,0
31313,31314,2022-04-15T20:00:00.000Z,2022-04-16T00:00:00.000Z,0,1,0,0,0,0,0,0,0
31314,31315,2022-04-16T00:00:00.000Z,2022-04-16T04:00:00.000Z,0,1,0,0,0,0,0,0,0
31315,31316,2022-04-16T04:00:00.000Z,2022-04-16T08:00:00.000Z,0,1,0,0,0,0,0,0,0
31316,31317,2022-04-16T08:00:00.000Z,2022-04-16T12:00:00.000Z,0,1,0,0,0,0,0,0,0
31317,31318,2022-04-16T12:00:00.000Z,2022-04-16T16:00:00.000Z,0,1,0,0,0,0,0,0,0
31318,31319,2022-04-16T16:00:00.000Z,2022-04-16T20:00:00.000Z,0,1,0,0,0,0,0,0,0
31319,31320,2022-04-16T20:00:00.000Z,2022-04-17T00:00:00.000Z,0,1,0,0,0,0,0,0,0
31320,31321,2022-04-17T00:00:00.000Z,2022-04-17T04:00:00.000Z,0,1,0,0,0,0,0,0,0
31321,31322,2022-04-17T04:00:00.000Z,2022-04-17T08:00:00.000Z,0,1,0,0,0,0,0,0,0
31322,31323,2022-04-17T08:00:00.000Z,2022-04-17T12:00:00.000Z,0,1,0,0,0,0,0,0,0
31323,31324,2022-04-17T12:00:00.000Z,2022-04-17T16:00:00.000Z,0,1,0,0,0,0,0,0,0
31324,31325,2022-04-17T16:00:00.000Z,2022-04-17T20:00:00.000Z,0,1,0,0,0,0,0,0,0
31325,31326,2022-04-17T20:00:00.000Z,2022-04-18T00:00:00.000Z,0,1,0,0,0,0,0,0,0
31326,31327,2022-04-18T00:00:00.000Z,2022-04-18T04:00:00.000Z,0,0,0,0,0,0,0,0,0
31327,31328,2022-04-18T04:00:00.000Z,2022-04-18T08:00:00.000Z,0,0,0,0,0,0,0,0,0
31328,31329,2022-04-18T08:00:00.000Z,2022-04-18T12:00:00.000Z,0,0,0,0,0,0,0,0,0
31329,31330,2022-04-18T12:00:00.000Z,2022-04-18T16:00:00.000Z,0,0,0,0,0,0,0,0,0
31330,31331,2022-04-18T16:00:00.000Z,2022-04-18T20:00:00.000Z,0,0,0,0,1,0,0,0,0
31331,31332,2022-04-18T20:00:00.000Z,2022-04-19T00:00:00.000Z,0,0,0,0,1,0,0,0,0
31332,31333,2022-04-19T00:00:00.000Z,2022-04-19T04:00:00.000Z,0,0,0,0,1,0,0,0,0
31333,31334,2022-04-19T04:00:00.000Z,2022-04-19T08:00:00.000Z,0,0,0,0,1,0,0,0,0
31334,31335,2022-04-19T08:00:00.000Z,2022-04-19T12:00:00.000Z,0,0,0,0,1,0,0,0,0
31335,31336,2022-04-19T12:00:00.000Z,2022-04-19T16:00:00.000Z,0,0,0,0,1,0,0,0,0
31336,31337,2022-04-19T16:00:00.000Z,2022-04-19T20:00:00.000Z,0,0,0,0,1,0,0,0,0
31337,31338,2022-04-19T20:00:00.000Z,2022-04-20T00:00:00.000Z,0,0,0,0,1,0,0,0,0
31338,31339,2022-04-20T00:00:00.000Z,2022-04-20T04:00:00.000Z,0,0,0,0,1,0,0,0,0
31339,31340,2022-04-20T04:00:00.000Z,2022-04-20T08:00:00.000Z,0,0,0,0,1,0,0,0,0
31340,31341,2022-04-20T08:00:00.000Z,2022-04-20T12:00:00.000Z,0,0,0,0,1,0,0,0,0
31341,31342,2022-04-20T12:00:00.000Z,2022-04-20T16:00:00.000Z,0,0,0,0,1,0,0,0,0
31342,31343,2022-04-20T16:00:00.000Z,2022-04-20T20:00:00.000Z,0,0,0,0,0,0,0,0,0
31343,31344,2022-04-20T20:00:00.000Z,2022-04-21T00:00:00.000Z,0,0,0,0,0,0,0,0,0
31344,31345,2022-04-21T00:00:00.000Z,2022-04-21T04:00:00.000Z,0,0,0,0,0,0,0,0,0
31345,31346,2022-04-21T04:00:00.000Z,2022-04-21T08:00:00.000Z,0,0,0,0,0,0,0,0,0
31346,31347,2022-04-21T08:00:00.000Z,2022-04-21T12:00:00.000Z,0,0,0,0,0,0,0,0,0
31347,31348,2022-04-21T12:00:00.000Z,2022-04-21T16:00:00.000Z,0,0,0,0,0,0,0,0,0
31348,31349,2022-04-21T16:00:00.000Z,2022-04-21T20:00:00.000Z,0,0,0,0,0,0,0,0,0
31349,31350,2022-04-21T20:00:00.000Z,2022-04-22T00:00:00.000Z,0,0,0,0,0,0,0,0,0
31350,31351,2022-04-22T00:00:00.000Z,2022-04-22T04:00:00.000Z,1,0,0,0,0,0,0,0,0
31351,31352,2022-04-22T04:00:00.000Z,2022-04-22T08:00:00.000Z,1,0,0,0,0,0,0,0,0
31352,31353,2022-04-22T08:00:00.000Z,2022-04-22T12:00:00.000Z,1,0,0,0,0,0,0,0,0
31353,31354,2022-04-22T12:00:00.000Z,2022-04-22T16:00:00.000Z,1,0,0,0,0,0,0,0,0
31354,31355,2022-04-22T16:00:00.000Z,2022-04-22T20:00:00.000Z,1,0,0,0,0,0,0,0,0
31355,31356,2022-04-22T20:00:00.000Z,2022-04-23T00:00:00.000Z,1,0,0,0,0,0,0,0,0
31356,31357,2022-04-23T00:00:00.000Z,2022-04-23T04:00:00.000Z,1,0,0,0,0,0,0,0,0
31357,31358,2022-04-23T04:00:00.000Z,2022-04-23T08:00:00.000Z,1,0,0,0,0,0,0,0,0
31358,31359,2022-04-23T08:00:00.000Z,2022-04-23T12:00:00.000Z,1,0,0,0,0,0,0,0,0
31359,31360,2022-04-23T12:00:00.000Z,2022-04-23T16:00:00.000Z,1,0,0,0,0,0,0,0,0
31360,31361,2022-04-23T16:00:00.000Z,2022-04-23T20:00:00.000Z,1,0,0,0,0,0,0,0,0
31361,31362,2022-04-23T20:00:00.000Z,2022-04-24T00:00:00.000Z,1,0,0,0,0,0,0,0,0
31362,31363,2022-04-24T00:00:00.000Z,2022-04-24T04:00:00.000Z,1,0,0,0,0,1,0,0,0
31363,31364,2022-04-24T04:00:00.000Z,2022-04-24T08:00:00.000Z,1,0,0,0,0,1,0,0,0
31364,31365,2022-04-24T08:00:00.000Z,2022-04-24T12:00:00.000Z,1,0,0,0,0,1,0,0,0
31365,31366,2022-04-24T12:00:00.000Z,2022-04-24T16:00:00.000Z,1,0,0,0,0,1,0,0,0
31366,31367,2022-04-24T16:00:00.000Z,2022-04-24T20:00:00.000Z,1,0,0,0,0,1,0,0,0
31367,31368,2022-04-24T20:00:00.000Z,2022-04-25T00:00:00.000Z,1,0,0,0,0,1,0,0,0
31368,31369,2022-04-25T00:00:00.000Z,2022-04-25T04:00:00.000Z,1,0,0,0,0,1,0,0,0
31369,31370,2022-04-25T04:00:00.000Z,2022-04-25T08:00:00.000Z,1,0,0,0,0,1,0,0,0
31370,31371,2022-04-25T08:00:00.000Z,2022-04-25T12:00:00.000Z,1,0,0,0,0,1,0,0,0
31371,31372,2022-04-25T12:00:00.000Z,2022-04-25T16:00:00.000Z,1,0,0,0,0,1,0,0,0
31372,31373,2022-04-25T16:00:00.000Z,2022-04-25T20:00:00.000Z,1,0,0,0,0,1,0,0,0
31373,31374,2022-04-25T20:00:00.000Z,2022-04-26T00:00:00.000Z,0,0,0,0,0,1,0,0,0
31374,31375,2022-04-26T00:00:00.000Z,2022-04-26T04:00:00.000Z,0,0,0,0,0,0,0,0,0
31375,31376,2022-04-26T04:00:00.000Z,2022-04-26T08:00:00.000Z,0,0,0,0,0,0,0,0,0
31376,31377,2022-04-26T08:00:00.000Z,2022-04-26T12:00:00.000Z,0,0,0,0,0,0,0,0,0
31377,31378,2022-04-26T12:00:00.000Z,2022-04-26T16:00:00.000Z,0,0,0,0,0,0,0,0,0
31378,31379,2022-04-26T16:00:00.000Z,2022-04-26T20:00:00.000Z,0,0,0,0,0,0,0,0,0
31379,31380,2022-04-26T20:00:00.000Z,2022-04-27T00:00:00.000Z,0,0,0,0,0,0,0,0,0
31380,31381,2022-04-27T00:00:00.000Z,2022-04-27T04:00:00.000Z,0,0,0,0,0,0,0,0,0
31381,31382,2022-04-27T04:00:00.000Z,2022-04-27T08:00:00.000Z,0,0,0,0,0,0,0,0,0
31382,31383,2022-04-27T08:00:00.000Z,2022-04-27T12:00:00.000Z,0,0,0,0,0,0,0,0,0
31383,31384,2022-04-27T12:00:00.000Z,2022-04-27T16:00:00.000Z,0,0,0,0,0,0,0,0,0
31384,31385,2022-04-27T16:00:00.000Z,2022-04-27T20:00:00.000Z,0,0,0,0,0,0,0,0,0
31385,31386,2022-04-27T20:00:00.000Z,2022-04-28T00:00:00.000Z,0,0,0,0,0,0,0,0,0
31386,31387,2022-04-28T00:00:00.000Z,2022-04-28T04:00:00.000Z,0,0,0,0,0,0,0,0,0
31387,31388,2022-04-28T04:00:00.000Z,2022-04-28T08:00:00.000Z,0,0,0,0,0,0,0,0,0
31388,31389,2022-04-28T08:00:00.000Z,2022-04-28T12:00:00.000Z,0,0,0,0,0,0,0,0,0
31389,31390,2022-04-28T12:00:00.000Z,2022-04-28T16:00:00.000Z,0,0,0,0,0,0,0,0,0
31390,31391,2022-04-28T16:00:00.000Z,2022-04-28T20:00:00.000Z,0,0,0,0,0,0,0,0,0
31391,31392,2022-04-28T20:00:00.000Z,2022-04-29T00:00:00.000Z,0,0,0,0,0,0,0,0,0
31392,31393,2022-04-29T00:00:00.000Z,2022-04-29T04:00:00.000Z,0,0,0,0,0,0,0,0,0
31393,31394,2022-04-29T04:00:00.000Z,2022-04-29T08:00:00.000Z,0,0,0,0,0,0,0,0,0
31394,31395,2022-04-29T08:00:00.000Z,2022-04-29T12:00:00.000Z,0,0,0,0,0,0,0,0,0
31395,31396,2022-04-29T12:00:00.000Z,2022-04-29T16:00:00.000Z,0,0,0,0,0,0,0,0,0
31396,31397,2022-04-29T16:00:00.000Z,2022-04-29T20:00:00.000Z,0,0,0,0,0,0,0,0,0
31397,31398,2022-04-29T20:00:00.000Z,2022-04-30T00:00:00.000Z,0,0,0,0,0,0,0,0,0
31398,31399,2022-04-30T00:00:00.000Z,2022-04-30T04:00:00.000Z,0,0,0,0,0,0,0,0,0
31399,31400,2022-04-30T04:00:00.000Z,2022-04-30T08:00:00.000Z,0,0,0,0,0,0,0,0,0
31400,31401,2022-04-30T08:00:00.000Z,2022-04-30T12:00:00.000Z,0,0,0,0,0,0,0,0,0
31401,31402,2022-04-30T12:00:00.000Z,2022-04-30T16:00:00.000Z,0,0,0,0,0,0,0,0,0
31402,31403,2022-04-30T16:00:00.000Z,2022-04-30T20:00:00.000Z,0,0,1,0,0,0,0,0,0
31403,31404,2022-04-30T20:00:00.000Z,2022-05-01T00:00:00.000Z,0,0,1,0,0,0,0,0,0
31404,31405,2022-05-01T00:00:00.000Z,2022-05-01T04:00:00.000Z,0,0,1,0,0,0,0,0,0
31405,31406,2022-05-01T04:00:00.000Z,2022-05-01T08:00:00.000Z,0,0,1,0,0,0,0,0,0
31406,31407,2022-05-01T08:00:00.000Z,2022-05-01T12:00:00.000Z,0,0,1,0,0,0,0,0,0
31407,31408,2022-05-01T12:00:00.000Z,2022-05-01T16:00:00.000Z,0,0,1,0,0,0,0,0,0
31408,31409,2022-05-01T16:00:00.000Z,2022-05-01T20:00:00.000Z,0,0,1,0,0,0,0,0,0
31409,31410,2022-05-01T20:00:00.000Z,2022-05-02T00:00:00.000Z,0,0,1,0,0,0,0,0,0
31410,31411,2022-05-02T00:00:00.000Z,2022-05-02T04:00:00.000Z,0,0,1,0,0,0,0,0,0
31411,31412,2022-05-02T04:00:00.000Z,2022-05-02T08:00:00.000Z,0,0,1,0,0,0,0,0,0
31412,31413,2022-05-02T08:00:00.000Z,2022-05-02T12:00:00.000Z,0,0,1,0,0,0,0,0,0
31413,31414,2022-05-02T12:00:00.000Z,2022-05-02T16:00:00.000Z,0,0,1,0,0,0,0,0,0
31414,31415,2022-05-02T16:00:00.000Z,2022-05-02T20:00:00.000Z,0,0,1,0,0,0,0,0,0
31415,31416,2022-05-02T20:00:00.000Z,2022-05-03T00:00:00.000Z,0,0,1,0,0,0,0,0,0
31416,31417,2022-05-03T00:00:00.000Z,2022-05-03T04:00:00.000Z,0,0,1,0,0,0,0,0,0
31417,31418,2022-05-03T04:00:00.000Z,2022-05-03T08:00:00.000Z,0,0,1,0,0,0,0,0,0
31418,31419,2022-05-03T08:00:00.000Z,2022-05-03T12:00:00.000Z,0,0,1,0,0,0,0,0,0
31419,31420,2022-05-03T12:00:00.000Z,2022-05-03T16:00:00.000Z,0,0,1,0,0,0,0,0,0
31420,31421,2022-05-03T16:00:00.000Z,2022-05-03T20:00:00.000Z,0,0,1,0,0,0,0,0,0
31421,31422,2022-05-03T20:00:00.000Z,2022-05-04T00:00:00.000Z,0,0,0,0,0,0,0,0,0
31422,31423,2022-05-04T00:00:00.000Z,2022-05-04T04:00:00.000Z,0,0,0,0,0,0,0,0,0
31423,31424,2022-05-04T04:00:00.000Z,2022-05-04T08:00:00.000Z,0,0,0,0,0,0,0,0,0
31424,31425,2022-05-04T08:00:00.000Z,2022-05-04T12:00:00.000Z,0,0,0,0,0,0,0,0,0
31425,31426,2022-05-04T12:00:00.000Z,2022-05-04T16:00:00.000Z,0,0,0,0,0,0,0,0,0
31426,31427,2022-05-04T16:00:00.000Z,2022-05-04T20:00:00.000Z,0,0,0,0,0,0,0,0,0
31427,31428,2022-05-04T20:00:00.000Z,2022-05-05T00:00:00.000Z,0,0,0,0,0,0,0,0,0
31428,31429,2022-05-05T00:00:00.000Z,2022-05-05T04:00:00.000Z,0,0,0,0,0,0,0,0,0
31429,31430,2022-05-05T04:00:00.000Z,2022-05-05T08:00:00.000Z,0,0,0,0,0,0,0,0,0
31430,31431,2022-05-05T08:00:00.000Z,2022-05-05T12:00:00.000Z,0,0,0,0,0,0,0,0,0
31431,31432,2022-05-05T12:00:00.000Z,2022-05-05T16:00:00.000Z,0,0,0,0,0,0,0,0,0
31432,31433,2022-05-05T16:00:00.000Z,2022-05-05T20:00:00.000Z,0,0,0,0,0,0,0,0,0
31433,31434,2022-05-05T20:00:00.000Z,2022-05-06T00:00:00.000Z,0,0,0,0,0,0,0,0,0
31434,31435,2022-05-06T00:00:00.000Z,2022-05-06T04:00:00.000Z,0,0,0,0,0,0,0,0,0
31435,31436,2022-05-06T04:00:00.000Z,2022-05-06T08:00:00.000Z,0,0,0,0,0,0,0,0,0
31436,31437,2022-05-06T08:00:00.000Z,2022-05-06T12:00:00.000Z,0,0,0,0,0,0,0,0,0
31437,31438,2022-05-06T12:00:00.000Z,2022-05-06T16:00:00.000Z,0,0,0,0,0,0,0,0,0
31438,31439,2022-05-06T16:00:00.000Z,2022-05-06T20:00:00.000Z,0,0,0,0,0,0,0,0,0
31439,31440,2022-05-06T20:00:00.000Z,2022-05-07T00:00:00.000Z,0,0,0,0,0,0,0,0,0
